objID,nDetections,raMean,decMean,gMeanPSFMag,gMeanPSFMagErr,rMeanPSFMag,rMeanPSFMagErr,iMeanPSFMag,iMeanPSFMagErr,zMeanPSFMag,zMeanPSFMagErr
106301772306797903,64,177.23054476,-1.41048215,13.2306003570557,0.0139119997620583,12.7859001159668,0.00233100005425513,12.3875999450684,0.00100000004749745,12.7379999160767,0.120559997856617
106261794227703864,67,179.42273193,-1.44717196,15.2575998306274,0.00201699999161065,14.8184003829956,0.00281099998392165,14.6801996231079,0.00323399994522333,14.6472997665405,0.00285400007851422
106191784168137531,64,178.41679623,-1.50240825,15.9154996871948,0.00410899985581636,15.4614000320435,0.000768000027164817,15.2483997344971,0.00226300000213087,15.1786003112793,0.00167499994859099
106371790603026266,68,179.06025135,-1.35346193,15.4188003540039,0.00165899994317442,14.9876003265381,0.00299099995754659,14.8393001556396,0.00241199997253716,14.8102998733521,0.00185899995267391
106271790736261830,71,179.07359842,-1.44049588,14.0282001495361,0.000913999974727631,13.6122999191284,0.0222030002623796,13.4840002059937,-999,13.4779996871948,0.00422200001776218
106381785109514862,57,178.51089397,-1.3463066,13.9967002868652,0.00107999995816499,13.6288995742798,0.000577000027988106,13.4490003585815,-999,13.4813995361328,0.00206999992951751
106341770897383171,66,177.08964471,-1.38102516,13.4680004119873,-999,13.1960000991821,-999,13.1420001983643,-999,13.2142000198364,0.0018260000506416
106241775535405727,67,177.55355907,-1.4622583,15.3275995254517,0.00347499991767108,15.0024003982544,0.00370400003157556,14.8972997665405,0.00310699990950525,14.8963003158569,0.00347099988721311
106311775579342676,73,177.55794076,-1.40648178,14.6582002639771,0.00393499992787838,14.3596000671387,0.00167200004216284,14.2566995620728,0.00178900000173599,14.2784004211426,0.0035349999088794
106251802041723536,80,180.20415639,-1.4557529,15.8369998931885,0.00451999995857477,14.9906997680664,0.00416400004178286,14.6352996826172,0.00316699990071356,14.4568004608154,0.00414100009948015
106211802868414081,12,180.28699691,-1.48883617,13.368200302124,0.0248680002987385,13.2305002212524,0.00100000004749745,12.2437000274658,0.00100000004749745,13.0193996429443,0
106351796857372533,69,179.68569706,-1.37326094,13.081000328064,-999,12.7740001678467,-999,12.6850004196167,-999,12.6700000762939,-999
106291792417013994,65,179.24167578,-1.42203266,14.7734003067017,0.00464500021189451,14.3013000488281,0.00534299993887544,14.143500328064,0.00450300006195903,14.0966997146606,0.00195700000040233
106401802580833317,78,180.25808542,-1.330961,12.9940004348755,-999,12.4580001831055,-999,12.2510004043579,-999,12.1560001373291,-999
