#field RA        DEC
60568  83.2377  -9.5091
60569  85.9650  -9.5091
60570  88.6922  -9.5091
60571  91.4195  -9.5091
60572  94.1468  -9.5091
60573  96.8740  -9.5091
60574  99.6013  -9.5091
60575 102.3286  -9.5091
60576 105.0559  -9.5091
60577 107.7831  -9.5091
60578 110.5104  -9.5091
60579 113.2377  -9.5091
60580 115.9650  -9.5091
60581 118.6922  -9.5091
60582 121.4195  -9.5091
60583 124.1468  -9.5091
60584 126.8740  -9.5091
60585 129.6013  -9.5091
60586 132.3286  -9.5091
60587 135.0559  -9.5091
60588 137.7831  -9.5091
60589 140.5104  -9.5091
60590 143.2377  -9.5091
60591 145.9650  -9.5091
60592 148.6922  -9.5091
60593 151.4195  -9.5091
60594 154.1468  -9.5091
60595 156.8740  -9.5091
60596 159.6013  -9.5091
60597 162.3286  -9.5091
60598 165.0559  -9.5091
60599 167.7831  -9.5091
60600 170.5104  -9.5091
60601 173.2377  -9.5091
60602 175.9650  -9.5091
60603 178.6922  -9.5091
60604 181.4195  -9.5091
60605 184.1468  -9.5091
60606 186.8740  -9.5091
60607 189.6013  -9.5091
60608 192.3286  -9.5091
60609 195.0559  -9.5091
60610 197.7831  -9.5091
60611 200.5104  -9.5091
60612 203.2377  -9.5091
60613 205.9650  -9.5091
60614 208.6922  -9.5091
60615 211.4195  -9.5091
60616 214.1468  -9.5091
60617 216.8740  -9.5091
60618 219.6013  -9.5091
60619 222.3286  -9.5091
60620 225.0559  -9.5091
60621 227.7831  -9.5091
60622 230.5104  -9.5091
60623 233.2377  -9.5091
60624 235.9650  -9.5091
60625 238.6922  -9.5091
60626 241.4195  -9.5091
60627 244.1468  -9.5091
60628 246.8740  -9.5091
60629 249.6013  -9.5091
60630 252.3286  -9.5091
60631 255.0559  -9.5091
60632 257.7831  -9.5091
60633 260.5104  -9.5091
60634 263.2377  -9.5091
60635 265.9650  -9.5091
60636 268.6922  -9.5091
60637 271.4195  -9.5091
60638 274.1468  -9.5091
60639 276.8740  -9.5091
60640 279.6013  -9.5091
60641 282.3286  -9.5091
60642 285.0559  -9.5091
60643 287.7831  -9.5091
60644 290.5104  -9.5091
60645 293.2377  -9.5091
60646 295.9650  -9.5091
60647 298.6922  -9.5091
60648 301.4195  -9.5091
60649 304.1468  -9.5091
60650 306.8740  -9.5091
60651 309.6013  -9.5091
60652 312.3286  -9.5091
60653 315.0559  -9.5091
60654 317.7831  -9.5091
60655 320.5104  -9.5091
60656 323.2377  -9.5091
60657 325.9650  -9.5091
60658 328.6922  -9.5091
60659 331.4195  -9.5091
60660 334.1468  -9.5091
60661 336.8740  -9.5091
60662 339.6013  -9.5091
60663 342.3286  -9.5091
60664 345.0559  -9.5091
60665 347.7831  -9.5091
60666 350.5104  -9.5091
60667 353.2377  -9.5091
60668 355.9650  -9.5091
60669 358.6922  -9.5091
60670   1.4325 -12.2364
60671   4.1806 -12.2364
60672   6.9287 -12.2364
60673   9.6768 -12.2364
60674  12.4249 -12.2364
60675  15.1730 -12.2364
60676  17.9210 -12.2364
60677  20.6691 -12.2364
60678  23.4172 -12.2364
60679  26.1653 -12.2364
60680  28.9134 -12.2364
60681  31.6615 -12.2364
60682  34.4096 -12.2364
60683  37.1577 -12.2364
60684  39.9058 -12.2364
60685  42.6539 -12.2364
60686  45.4020 -12.2364
60687  48.1501 -12.2364
60688  50.8981 -12.2364
60689  53.6462 -12.2364
60690  56.3943 -12.2364
60691  59.1424 -12.2364
60692  61.8905 -12.2364
60693  64.6386 -12.2364
60694  67.3867 -12.2364
60695  70.1348 -12.2364
60696  72.8829 -12.2364
60697  75.6310 -12.2364
60698  78.3791 -12.2364
60699  81.1272 -12.2364
60700  83.8752 -12.2364
60701  86.6233 -12.2364
60702  89.3714 -12.2364
60703  92.1195 -12.2364
60704  94.8676 -12.2364
60705  97.6157 -12.2364
60706 100.3638 -12.2364
60707 103.1119 -12.2364
60708 105.8600 -12.2364
60709 108.6081 -12.2364
60710 111.3562 -12.2364
60711 114.1043 -12.2364
60712 116.8523 -12.2364
60713 119.6004 -12.2364
60714 122.3485 -12.2364
60715 125.0966 -12.2364
60716 127.8447 -12.2364
60717 130.5928 -12.2364
60718 133.3409 -12.2364
60719 136.0890 -12.2364
60720 138.8371 -12.2364
60721 141.5852 -12.2364
60722 144.3333 -12.2364
60723 147.0814 -12.2364
60724 149.8294 -12.2364
60725 152.5775 -12.2364
60726 155.3256 -12.2364
60727 158.0737 -12.2364
60728 160.8218 -12.2364
60729 163.5699 -12.2364
60730 166.3180 -12.2364
60731 169.0661 -12.2364
60732 171.8142 -12.2364
60733 174.5623 -12.2364
60734 177.3104 -12.2364
60735 180.0585 -12.2364
60736 182.8065 -12.2364
60737 185.5546 -12.2364
60738 188.3027 -12.2364
60739 191.0508 -12.2364
60740 193.7989 -12.2364
60741 196.5470 -12.2364
60742 199.2951 -12.2364
60743 202.0432 -12.2364
60744 204.7913 -12.2364
60745 207.5394 -12.2364
60746 210.2875 -12.2364
60747 213.0356 -12.2364
60748 215.7836 -12.2364
60749 218.5317 -12.2364
60750 221.2798 -12.2364
60751 224.0279 -12.2364
60752 226.7760 -12.2364
60753 229.5241 -12.2364
60754 232.2722 -12.2364
60755 235.0203 -12.2364
60756 237.7684 -12.2364
60757 240.5165 -12.2364
60758 243.2646 -12.2364
60759 246.0127 -12.2364
60760 248.7607 -12.2364
60761 251.5088 -12.2364
60762 254.2569 -12.2364
60763 257.0050 -12.2364
60764 259.7531 -12.2364
60765 262.5012 -12.2364
60766 265.2493 -12.2364
60767 267.9974 -12.2364
60768 270.7455 -12.2364
60769 273.4936 -12.2364
60770 276.2417 -12.2364
60771 278.9898 -12.2364
60772 281.7378 -12.2364
60773 284.4859 -12.2364
60774 287.2340 -12.2364
60775 289.9821 -12.2364
60776 292.7302 -12.2364
60777 295.4783 -12.2364
60778 298.2264 -12.2364
60779 300.9745 -12.2364
60780 303.7226 -12.2364
60781 306.4707 -12.2364
60782 309.2188 -12.2364
60783 311.9669 -12.2364
60784 314.7149 -12.2364
60785 317.4630 -12.2364
60786 320.2111 -12.2364
60787 322.9592 -12.2364
60788 325.7073 -12.2364
60789 328.4554 -12.2364
60790 331.2035 -12.2364
60791 333.9516 -12.2364
60792 336.6997 -12.2364
60793 339.4478 -12.2364
60794 342.1959 -12.2364
60795 344.9440 -12.2364
60796 347.6920 -12.2364
60797 350.4401 -12.2364
60798 353.1882 -12.2364
60799 355.9363 -12.2364
60800 358.6844 -12.2364
60801   1.4491 -14.9636
60802   4.2183 -14.9636
60803   6.9876 -14.9636
60804   9.7568 -14.9636
60805  12.5260 -14.9636
60806  15.2953 -14.9636
60807  18.0645 -14.9636
60808  20.8337 -14.9636
60809  23.6029 -14.9636
60810  26.3722 -14.9636
60811  29.1414 -14.9636
60812  31.9106 -14.9636
60813  34.6799 -14.9636
60814  37.4491 -14.9636
60815  40.2183 -14.9636
60816  42.9876 -14.9636
60817  45.7568 -14.9636
60818  48.5260 -14.9636
60819  51.2953 -14.9636
60820  54.0645 -14.9636
60821  56.8337 -14.9636
60822  59.6029 -14.9636
60823  62.3722 -14.9636
60824  65.1414 -14.9636
60825  67.9106 -14.9636
60826  70.6799 -14.9636
60827  73.4491 -14.9636
60828  76.2183 -14.9636
60829  78.9876 -14.9636
60830  81.7568 -14.9636
60831  84.5260 -14.9636
60832  87.2953 -14.9636
60833  90.0645 -14.9636
60834  92.8337 -14.9636
60835  95.6029 -14.9636
60836  98.3722 -14.9636
60837 101.1414 -14.9636
60838 103.9106 -14.9636
60839 106.6799 -14.9636
60840 109.4491 -14.9636
60841 112.2183 -14.9636
60842 114.9876 -14.9636
60843 117.7568 -14.9636
60844 120.5260 -14.9636
60845 123.2953 -14.9636
60846 126.0645 -14.9636
60847 128.8337 -14.9636
60848 131.6029 -14.9636
60849 134.3722 -14.9636
60850 137.1414 -14.9636
60851 139.9106 -14.9636
60852 142.6799 -14.9636
60853 145.4491 -14.9636
60854 148.2183 -14.9636
60855 150.9876 -14.9636
60856 153.7568 -14.9636
60857 156.5260 -14.9636
60858 159.2953 -14.9636
60859 162.0645 -14.9636
60860 164.8337 -14.9636
60861 167.6029 -14.9636
60862 170.3722 -14.9636
60863 173.1414 -14.9636
60864 175.9106 -14.9636
60865 178.6799 -14.9636
60866 181.4491 -14.9636
60867 184.2183 -14.9636
60868 186.9876 -14.9636
60869 189.7568 -14.9636
60870 192.5260 -14.9636
60871 195.2953 -14.9636
60872 198.0645 -14.9636
60873 200.8337 -14.9636
60874 203.6029 -14.9636
60875 206.3722 -14.9636
60876 209.1414 -14.9636
60877 211.9106 -14.9636
60878 214.6799 -14.9636
60879 217.4491 -14.9636
60880 220.2183 -14.9636
60881 222.9876 -14.9636
60882 225.7568 -14.9636
60883 228.5260 -14.9636
60884 231.2953 -14.9636
60885 234.0645 -14.9636
60886 236.8337 -14.9636
60887 239.6029 -14.9636
60888 242.3722 -14.9636
60889 245.1414 -14.9636
60890 247.9106 -14.9636
60891 250.6799 -14.9636
60892 253.4491 -14.9636
60893 256.2183 -14.9636
60894 258.9876 -14.9636
60895 261.7568 -14.9636
60896 264.5260 -14.9636
60897 267.2953 -14.9636
60898 270.0645 -14.9636
60899 272.8337 -14.9636
60900 275.6029 -14.9636
60901 278.3722 -14.9636
60902 281.1414 -14.9636
60903 283.9106 -14.9636
60904 286.6799 -14.9636
60905 289.4491 -14.9636
60906 292.2183 -14.9636
60907 294.9876 -14.9636
60908 297.7568 -14.9636
60909 300.5260 -14.9636
60910 303.2953 -14.9636
60911 306.0645 -14.9636
60912 308.8337 -14.9636
60913 311.6029 -14.9636
60914 314.3722 -14.9636
60915 317.1414 -14.9636
60916 319.9106 -14.9636
60917 322.6799 -14.9636
60918 325.4491 -14.9636
60919 328.2183 -14.9636
60920 330.9876 -14.9636
60921 333.7568 -14.9636
60922 336.5260 -14.9636
60923 339.2953 -14.9636
60924 342.0645 -14.9636
60925 344.8337 -14.9636
60926 347.6029 -14.9636
60927 350.3722 -14.9636
60928 353.1414 -14.9636
60929 355.9106 -14.9636
60930 358.6799 -14.9636
60931   1.4695 -17.6909
60932   4.2820 -17.6909
60933   7.0945 -17.6909
60934   9.9070 -17.6909
60935  12.7195 -17.6909
60936  15.5320 -17.6909
60937  18.3445 -17.6909
60938  21.1570 -17.6909
60939  23.9695 -17.6909
60940  26.7820 -17.6909
60941  29.5945 -17.6909
60942  32.4070 -17.6909
60943  35.2195 -17.6909
60944  38.0320 -17.6909
60945  40.8445 -17.6909
60946  43.6570 -17.6909
60947  46.4695 -17.6909
60948  49.2820 -17.6909
60949  52.0945 -17.6909
60950  54.9070 -17.6909
60951  57.7195 -17.6909
60952  60.5320 -17.6909
60953  63.3445 -17.6909
60954  66.1570 -17.6909
60955  68.9695 -17.6909
60956  71.7820 -17.6909
60957  74.5945 -17.6909
60958  77.4070 -17.6909
60959  80.2195 -17.6909
60960  83.0320 -17.6909
60961  85.8445 -17.6909
60962  88.6570 -17.6909
60963  91.4695 -17.6909
60964  94.2820 -17.6909
60965  97.0945 -17.6909
60966  99.9070 -17.6909
60967 102.7195 -17.6909
60968 105.5320 -17.6909
60969 108.3445 -17.6909
60970 111.1570 -17.6909
60971 113.9695 -17.6909
60972 116.7820 -17.6909
60973 119.5945 -17.6909
60974 122.4070 -17.6909
60975 125.2195 -17.6909
60976 128.0320 -17.6909
60977 130.8445 -17.6909
60978 133.6570 -17.6909
60979 136.4695 -17.6909
60980 139.2820 -17.6909
60981 142.0945 -17.6909
60982 144.9070 -17.6909
60983 147.7195 -17.6909
60984 150.5320 -17.6909
60985 153.3445 -17.6909
60986 156.1570 -17.6909
60987 158.9695 -17.6909
60988 161.7820 -17.6909
60989 164.5945 -17.6909
60990 167.4070 -17.6909
60991 170.2195 -17.6909
60992 173.0320 -17.6909
60993 175.8445 -17.6909
60994 178.6570 -17.6909
60995 181.4695 -17.6909
60996 184.2820 -17.6909
60997 187.0945 -17.6909
60998 189.9070 -17.6909
60999 192.7195 -17.6909
61000 195.5320 -17.6909
61001 198.3445 -17.6909
61002 201.1570 -17.6909
61003 203.9695 -17.6909
61004 206.7820 -17.6909
61005 209.5945 -17.6909
61006 212.4070 -17.6909
61007 215.2195 -17.6909
61008 218.0320 -17.6909
61009 220.8445 -17.6909
61010 223.6570 -17.6909
61011 226.4695 -17.6909
61012 229.2820 -17.6909
61013 232.0945 -17.6909
61014 234.9070 -17.6909
61015 237.7195 -17.6909
61016 240.5320 -17.6909
61017 243.3445 -17.6909
61018 246.1570 -17.6909
61019 248.9695 -17.6909
61020 251.7820 -17.6909
61021 254.5945 -17.6909
61022 257.4070 -17.6909
61023 260.2195 -17.6909
61024 263.0320 -17.6909
61025 265.8445 -17.6909
61026 268.6570 -17.6909
61027 271.4695 -17.6909
61028 274.2820 -17.6909
61029 277.0945 -17.6909
61030 279.9070 -17.6909
61031 282.7195 -17.6909
61032 285.5320 -17.6909
61033 288.3445 -17.6909
61034 291.1570 -17.6909
61035 293.9695 -17.6909
61036 296.7820 -17.6909
61037 299.5945 -17.6909
61038 302.4070 -17.6909
61039 305.2195 -17.6909
61040 308.0320 -17.6909
61041 310.8445 -17.6909
61042 313.6570 -17.6909
61043 316.4695 -17.6909
61044 319.2820 -17.6909
61045 322.0945 -17.6909
61046 324.9070 -17.6909
61047 327.7195 -17.6909
61048 330.5320 -17.6909
61049 333.3445 -17.6909
61050 336.1570 -17.6909
61051 338.9695 -17.6909
61052 341.7820 -17.6909
61053 344.5945 -17.6909
61054 347.4070 -17.6909
61055 350.2195 -17.6909
61056 353.0320 -17.6909
61057 355.8445 -17.6909
61058 358.6570 -17.6909
61059   1.4939 -20.4182
61060   4.3739 -20.4182
61061   7.2539 -20.4182
61062  10.1339 -20.4182
61063  13.0139 -20.4182
61064  15.8939 -20.4182
61065  18.7739 -20.4182
61066  21.6539 -20.4182
61067  24.5339 -20.4182
61068  27.4139 -20.4182
61069  30.2939 -20.4182
61070  33.1739 -20.4182
61071  36.0539 -20.4182
61072  38.9339 -20.4182
61073  41.8139 -20.4182
61074  44.6939 -20.4182
61075  47.5739 -20.4182
61076  50.4539 -20.4182
61077  53.3339 -20.4182
61078  56.2139 -20.4182
61079  59.0939 -20.4182
61080  61.9739 -20.4182
61081  64.8539 -20.4182
61082  67.7339 -20.4182
61083  70.6139 -20.4182
61084  73.4939 -20.4182
61085  76.3739 -20.4182
61086  79.2539 -20.4182
61087  82.1339 -20.4182
61088  85.0139 -20.4182
61089  87.8939 -20.4182
61090  90.7739 -20.4182
61091  93.6539 -20.4182
61092  96.5339 -20.4182
61093  99.4139 -20.4182
61094 102.2939 -20.4182
61095 105.1739 -20.4182
61096 108.0539 -20.4182
61097 110.9339 -20.4182
61098 113.8139 -20.4182
61099 116.6939 -20.4182
61100 119.5739 -20.4182
61101 122.4539 -20.4182
61102 125.3339 -20.4182
61103 128.2139 -20.4182
61104 131.0939 -20.4182
61105 133.9739 -20.4182
61106 136.8539 -20.4182
61107 139.7339 -20.4182
61108 142.6139 -20.4182
61109 145.4939 -20.4182
61110 148.3739 -20.4182
61111 151.2539 -20.4182
61112 154.1339 -20.4182
61113 157.0139 -20.4182
61114 159.8939 -20.4182
61115 162.7739 -20.4182
61116 165.6539 -20.4182
61117 168.5339 -20.4182
61118 171.4139 -20.4182
61119 174.2939 -20.4182
61120 177.1739 -20.4182
61121 180.0539 -20.4182
61122 182.9339 -20.4182
61123 185.8139 -20.4182
61124 188.6939 -20.4182
61125 191.5739 -20.4182
61126 194.4539 -20.4182
61127 197.3339 -20.4182
61128 200.2139 -20.4182
61129 203.0939 -20.4182
61130 205.9739 -20.4182
61131 208.8539 -20.4182
61132 211.7339 -20.4182
61133 214.6139 -20.4182
61134 217.4939 -20.4182
61135 220.3739 -20.4182
61136 223.2539 -20.4182
61137 226.1339 -20.4182
61138 229.0139 -20.4182
61139 231.8939 -20.4182
61140 234.7739 -20.4182
61141 237.6539 -20.4182
61142 240.5339 -20.4182
61143 243.4139 -20.4182
61144 246.2939 -20.4182
61145 249.1739 -20.4182
61146 252.0539 -20.4182
61147 254.9339 -20.4182
61148 257.8139 -20.4182
61149 260.6939 -20.4182
61150 263.5739 -20.4182
61151 266.4539 -20.4182
61152 269.3339 -20.4182
61153 272.2139 -20.4182
61154 275.0939 -20.4182
61155 277.9739 -20.4182
61156 280.8539 -20.4182
61157 283.7339 -20.4182
61158 286.6139 -20.4182
61159 289.4939 -20.4182
61160 292.3739 -20.4182
61161 295.2539 -20.4182
61162 298.1339 -20.4182
61163 301.0139 -20.4182
61164 303.8939 -20.4182
61165 306.7739 -20.4182
61166 309.6539 -20.4182
61167 312.5339 -20.4182
61168 315.4139 -20.4182
61169 318.2939 -20.4182
61170 321.1739 -20.4182
61171 324.0539 -20.4182
61172 326.9339 -20.4182
61173 329.8139 -20.4182
61174 332.6939 -20.4182
61175 335.5739 -20.4182
61176 338.4539 -20.4182
61177 341.3339 -20.4182
61178 344.2139 -20.4182
61179 347.0939 -20.4182
61180 349.9739 -20.4182
61181 352.8539 -20.4182
61182 355.7339 -20.4182
61183 358.6139 -20.4182
61184   1.5226 -23.1455
61185   4.4734 -23.1455
61186   7.4242 -23.1455
61187  10.3751 -23.1455
61188  13.3259 -23.1455
61189  16.2767 -23.1455
61190  19.2275 -23.1455
61191  22.1783 -23.1455
61192  25.1292 -23.1455
61193  28.0800 -23.1455
61194  31.0308 -23.1455
61195  33.9816 -23.1455
61196  36.9324 -23.1455
61197  39.8833 -23.1455
61198  42.8341 -23.1455
61199  45.7849 -23.1455
61200  48.7357 -23.1455
61201  51.6865 -23.1455
61202  54.6374 -23.1455
61203  57.5882 -23.1455
61204  60.5390 -23.1455
61205  63.4898 -23.1455
61206  66.4406 -23.1455
61207  69.3915 -23.1455
61208  72.3423 -23.1455
61209  75.2931 -23.1455
61210  78.2439 -23.1455
61211  81.1947 -23.1455
61212  84.1456 -23.1455
61213  87.0964 -23.1455
61214  90.0472 -23.1455
61215  92.9980 -23.1455
61216  95.9488 -23.1455
61217  98.8996 -23.1455
61218 101.8505 -23.1455
61219 104.8013 -23.1455
61220 107.7521 -23.1455
61221 110.7029 -23.1455
61222 113.6537 -23.1455
61223 116.6046 -23.1455
61224 119.5554 -23.1455
61225 122.5062 -23.1455
61226 125.4570 -23.1455
61227 128.4078 -23.1455
61228 131.3587 -23.1455
61229 134.3095 -23.1455
61230 137.2603 -23.1455
61231 140.2111 -23.1455
61232 143.1619 -23.1455
61233 146.1128 -23.1455
61234 149.0636 -23.1455
61235 152.0144 -23.1455
61236 154.9652 -23.1455
61237 157.9160 -23.1455
61238 160.8669 -23.1455
61239 163.8177 -23.1455
61240 166.7685 -23.1455
61241 169.7193 -23.1455
61242 172.6701 -23.1455
61243 175.6210 -23.1455
61244 178.5718 -23.1455
61245 181.5226 -23.1455
61246 184.4734 -23.1455
61247 187.4242 -23.1455
61248 190.3751 -23.1455
61249 193.3259 -23.1455
61250 196.2767 -23.1455
61251 199.2275 -23.1455
61252 202.1783 -23.1455
61253 205.1292 -23.1455
61254 208.0800 -23.1455
61255 211.0308 -23.1455
61256 213.9816 -23.1455
61257 216.9324 -23.1455
61258 219.8833 -23.1455
61259 222.8341 -23.1455
61260 225.7849 -23.1455
61261 228.7357 -23.1455
61262 231.6865 -23.1455
61263 234.6374 -23.1455
61264 237.5882 -23.1455
61265 240.5390 -23.1455
61266 243.4898 -23.1455
61267 246.4406 -23.1455
61268 249.3915 -23.1455
61269 252.3423 -23.1455
61270 255.2931 -23.1455
61271 258.2439 -23.1455
61272 261.1947 -23.1455
61273 264.1456 -23.1455
61274 267.0964 -23.1455
61275 270.0472 -23.1455
61276 272.9980 -23.1455
61277 275.9488 -23.1455
61278 278.8996 -23.1455
61279 281.8505 -23.1455
61280 284.8013 -23.1455
61281 287.7521 -23.1455
61282 290.7029 -23.1455
61283 293.6537 -23.1455
61284 296.6046 -23.1455
61285 299.5554 -23.1455
61286 302.5062 -23.1455
61287 305.4570 -23.1455
61288 308.4078 -23.1455
61289 311.3587 -23.1455
61290 314.3095 -23.1455
61291 317.2603 -23.1455
61292 320.2111 -23.1455
61293 323.1619 -23.1455
61294 326.1128 -23.1455
61295 329.0636 -23.1455
61296 332.0144 -23.1455
61297 334.9652 -23.1455
61298 337.9160 -23.1455
61299 340.8669 -23.1455
61300 343.8177 -23.1455
61301 346.7685 -23.1455
61302 349.7193 -23.1455
61303 352.6701 -23.1455
61304 355.6210 -23.1455
61305 358.5718 -23.1455
61306   1.5560 -25.8727
61307   4.5812 -25.8727
61308   7.6064 -25.8727
61309  10.6316 -25.8727
61310  13.6568 -25.8727
61311  16.6821 -25.8727
61312  19.7073 -25.8727
61313  22.7325 -25.8727
61314  25.7577 -25.8727
61315  28.7829 -25.8727
61316  31.8081 -25.8727
61317  34.8333 -25.8727
61318  37.8585 -25.8727
61319  40.8837 -25.8727
61320  43.9089 -25.8727
61321  46.9342 -25.8727
61322  49.9594 -25.8727
61323  52.9846 -25.8727
61324  56.0098 -25.8727
61325  59.0350 -25.8727
61326  62.0602 -25.8727
61327  65.0854 -25.8727
61328  68.1106 -25.8727
61329  71.1358 -25.8727
61330  74.1610 -25.8727
61331  77.1863 -25.8727
61332  80.2115 -25.8727
61333  83.2367 -25.8727
61334  86.2619 -25.8727
61335  89.2871 -25.8727
61336  92.3123 -25.8727
61337  95.3375 -25.8727
61338  98.3627 -25.8727
61339 101.3879 -25.8727
61340 104.4131 -25.8727
61341 107.4384 -25.8727
61342 110.4636 -25.8727
61343 113.4888 -25.8727
61344 116.5140 -25.8727
61345 119.5392 -25.8727
61346 122.5644 -25.8727
61347 125.5896 -25.8727
61348 128.6148 -25.8727
61349 131.6400 -25.8727
61350 134.6652 -25.8727
61351 137.6905 -25.8727
61352 140.7157 -25.8727
61353 143.7409 -25.8727
61354 146.7661 -25.8727
61355 149.7913 -25.8727
61356 152.8165 -25.8727
61357 155.8417 -25.8727
61358 158.8669 -25.8727
61359 161.8921 -25.8727
61360 164.9173 -25.8727
61361 167.9426 -25.8727
61362 170.9678 -25.8727
61363 173.9930 -25.8727
61364 177.0182 -25.8727
61365 180.0434 -25.8727
61366 183.0686 -25.8727
61367 186.0938 -25.8727
61368 189.1190 -25.8727
61369 192.1442 -25.8727
61370 195.1694 -25.8727
61371 198.1947 -25.8727
61372 201.2199 -25.8727
61373 204.2451 -25.8727
61374 207.2703 -25.8727
61375 210.2955 -25.8727
61376 213.3207 -25.8727
61377 216.3459 -25.8727
61378 219.3711 -25.8727
61379 222.3963 -25.8727
61380 225.4215 -25.8727
61381 228.4468 -25.8727
61382 231.4720 -25.8727
61383 234.4972 -25.8727
61384 237.5224 -25.8727
61385 240.5476 -25.8727
61386 243.5728 -25.8727
61387 246.5980 -25.8727
61388 249.6232 -25.8727
61389 252.6484 -25.8727
61390 255.6736 -25.8727
61391 258.6989 -25.8727
61392 261.7241 -25.8727
61393 264.7493 -25.8727
61394 267.7745 -25.8727
61395 270.7997 -25.8727
61396 273.8249 -25.8727
61397 276.8501 -25.8727
61398 279.8753 -25.8727
61399 282.9005 -25.8727
61400 285.9257 -25.8727
61401 288.9510 -25.8727
61402 291.9762 -25.8727
61403 295.0014 -25.8727
61404 298.0266 -25.8727
61405 301.0518 -25.8727
61406 304.0770 -25.8727
61407 307.1022 -25.8727
61408 310.1274 -25.8727
61409 313.1526 -25.8727
61410 316.1778 -25.8727
61411 319.2031 -25.8727
61412 322.2283 -25.8727
61413 325.2535 -25.8727
61414 328.2787 -25.8727
61415 331.3039 -25.8727
61416 334.3291 -25.8727
61417 337.3543 -25.8727
61418 340.3795 -25.8727
61419 343.4047 -25.8727
61420 346.4299 -25.8727
61421 349.4552 -25.8727
61422 352.4804 -25.8727
61423 355.5056 -25.8727
61424 358.5308 -25.8727
61425   1.5946 -28.6000
61426   4.6980 -28.6000
61427   7.8015 -28.6000
61428  10.9049 -28.6000
61429  14.0084 -28.6000
61430  17.1118 -28.6000
61431  20.2153 -28.6000
61432  23.3187 -28.6000
61433  26.4222 -28.6000
61434  29.5256 -28.6000
61435  32.6291 -28.6000
61436  35.7325 -28.6000
61437  38.8360 -28.6000
61438  41.9394 -28.6000
61439  45.0429 -28.6000
61440  48.1463 -28.6000
61441  51.2498 -28.6000
61442  54.3532 -28.6000
61443  57.4567 -28.6000
61444  60.5601 -28.6000
61445  63.6636 -28.6000
61446  66.7670 -28.6000
61447  69.8705 -28.6000
61448  72.9739 -28.6000
61449  76.0774 -28.6000
61450  79.1808 -28.6000
61451  82.2843 -28.6000
61452  85.3877 -28.6000
61453  88.4912 -28.6000
61454  91.5946 -28.6000
61455  94.6980 -28.6000
61456  97.8015 -28.6000
61457 100.9049 -28.6000
61458 104.0084 -28.6000
61459 107.1118 -28.6000
61460 110.2153 -28.6000
61461 113.3187 -28.6000
61462 116.4222 -28.6000
61463 119.5256 -28.6000
61464 122.6291 -28.6000
61465 125.7325 -28.6000
61466 128.8360 -28.6000
61467 131.9394 -28.6000
61468 135.0429 -28.6000
61469 138.1463 -28.6000
61470 141.2498 -28.6000
61471 144.3532 -28.6000
61472 147.4567 -28.6000
61473 150.5601 -28.6000
61474 153.6636 -28.6000
61475 156.7670 -28.6000
61476 159.8705 -28.6000
61477 162.9739 -28.6000
61478 166.0774 -28.6000
61479 169.1808 -28.6000
61480 172.2843 -28.6000
61481 175.3877 -28.6000
61482 178.4912 -28.6000
61483 181.5946 -28.6000
61484 184.6980 -28.6000
61485 187.8015 -28.6000
61486 190.9049 -28.6000
61487 194.0084 -28.6000
61488 197.1118 -28.6000
61489 200.2153 -28.6000
61490 203.3187 -28.6000
61491 206.4222 -28.6000
61492 209.5256 -28.6000
61493 212.6291 -28.6000
61494 215.7325 -28.6000
61495 218.8360 -28.6000
61496 221.9394 -28.6000
61497 225.0429 -28.6000
61498 228.1463 -28.6000
61499 231.2498 -28.6000
61500 234.3532 -28.6000
61501 237.4567 -28.6000
61502 240.5601 -28.6000
61503 243.6636 -28.6000
61504 246.7670 -28.6000
61505 249.8705 -28.6000
61506 252.9739 -28.6000
61507 256.0774 -28.6000
61508 259.1808 -28.6000
61509 262.2843 -28.6000
61510 265.3877 -28.6000
61511 268.4912 -28.6000
61512 271.5946 -28.6000
61513 274.6980 -28.6000
61514 277.8015 -28.6000
61515 280.9049 -28.6000
61516 284.0084 -28.6000
61517 287.1118 -28.6000
61518 290.2153 -28.6000
61519 293.3187 -28.6000
61520 296.4222 -28.6000
61521 299.5256 -28.6000
61522 302.6291 -28.6000
61523 305.7325 -28.6000
61524 308.8360 -28.6000
61525 311.9394 -28.6000
61526 315.0429 -28.6000
61527 318.1463 -28.6000
61528 321.2498 -28.6000
61529 324.3532 -28.6000
61530 327.4567 -28.6000
61531 330.5601 -28.6000
61532 333.6636 -28.6000
61533 336.7670 -28.6000
61534 339.8705 -28.6000
61535 342.9739 -28.6000
61536 346.0774 -28.6000
61537 349.1808 -28.6000
61538 352.2843 -28.6000
61539 355.3877 -28.6000
61540 358.4912 -28.6000
61541   1.6389 -31.3273
61542   4.8247 -31.3273
61543   8.0106 -31.3273
61544  11.1964 -31.3273
61545  14.3823 -31.3273
61546  17.5681 -31.3273
61547  20.7539 -31.3273
61548  23.9398 -31.3273
61549  27.1256 -31.3273
61550  30.3115 -31.3273
61551  33.4973 -31.3273
61552  36.6831 -31.3273
61553  39.8690 -31.3273
61554  43.0548 -31.3273
61555  46.2407 -31.3273
61556  49.4265 -31.3273
61557  52.6124 -31.3273
61558  55.7982 -31.3273
61559  58.9840 -31.3273
61560  62.1699 -31.3273
61561  65.3557 -31.3273
61562  68.5416 -31.3273
61563  71.7274 -31.3273
61564  74.9132 -31.3273
61565  78.0991 -31.3273
61566  81.2849 -31.3273
