#field RA        DEC
21607 210.2655  32.7273
31607 210.2655 -32.7273
21608 213.4513  32.7273
31608 213.4513 -32.7273
21609 216.6372  32.7273
31609 216.6372 -32.7273
21610 219.8230  32.7273
31610 219.8230 -32.7273
21611 223.0088  32.7273
31611 223.0088 -32.7273
21612 226.1947  32.7273
31612 226.1947 -32.7273
21613 229.3805  32.7273
31613 229.3805 -32.7273
21614 232.5664  32.7273
31614 232.5664 -32.7273
21615 235.7522  32.7273
31615 235.7522 -32.7273
21616 238.9381  32.7273
31616 238.9381 -32.7273
21617 242.1239  32.7273
31617 242.1239 -32.7273
21618 245.3097  32.7273
31618 245.3097 -32.7273
21619 248.4956  32.7273
31619 248.4956 -32.7273
21620 251.6814  32.7273
31620 251.6814 -32.7273
21621 254.8673  32.7273
31621 254.8673 -32.7273
21622 258.0531  32.7273
31622 258.0531 -32.7273
21623 261.2389  32.7273
31623 261.2389 -32.7273
21624 264.4248  32.7273
31624 264.4248 -32.7273
21625 267.6106  32.7273
31625 267.6106 -32.7273
21626 270.7965  32.7273
31626 270.7965 -32.7273
21627 273.9823  32.7273
31627 273.9823 -32.7273
21628 277.1681  32.7273
31628 277.1681 -32.7273
21629 280.3540  32.7273
31629 280.3540 -32.7273
21630 283.5398  32.7273
31630 283.5398 -32.7273
21631 286.7257  32.7273
31631 286.7257 -32.7273
21632 289.9115  32.7273
31632 289.9115 -32.7273
21633 293.0973  32.7273
31633 293.0973 -32.7273
21634 296.2832  32.7273
31634 296.2832 -32.7273
21635 299.4690  32.7273
31635 299.4690 -32.7273
21636 302.6549  32.7273
31636 302.6549 -32.7273
21637 305.8407  32.7273
31637 305.8407 -32.7273
21638 309.0265  32.7273
31638 309.0265 -32.7273
21639 312.2124  32.7273
31639 312.2124 -32.7273
21640 315.3982  32.7273
31640 315.3982 -32.7273
21641 318.5841  32.7273
31641 318.5841 -32.7273
21642 321.7699  32.7273
31642 321.7699 -32.7273
21643 324.9558  32.7273
31643 324.9558 -32.7273
21644 328.1416  32.7273
31644 328.1416 -32.7273
21645 331.3274  32.7273
31645 331.3274 -32.7273
21646 334.5133  32.7273
31646 334.5133 -32.7273
21647 337.6991  32.7273
31647 337.6991 -32.7273
21648 340.8850  32.7273
31648 340.8850 -32.7273
21649 344.0708  32.7273
31649 344.0708 -32.7273
21650 347.2566  32.7273
31650 347.2566 -32.7273
21651 350.4425  32.7273
31651 350.4425 -32.7273
21652 353.6283  32.7273
31652 353.6283 -32.7273
21653 356.8142  32.7273
31653 356.8142 -32.7273
21654   0.0000  35.4545
31654   0.0000 -35.4545
21655   3.2727  35.4545
31655   3.2727 -35.4545
21656   6.5455  35.4545
31656   6.5455 -35.4545
21657   9.8182  35.4545
31657   9.8182 -35.4545
21658  13.0909  35.4545
31658  13.0909 -35.4545
21659  16.3636  35.4545
31659  16.3636 -35.4545
21660  19.6364  35.4545
31660  19.6364 -35.4545
21661  22.9091  35.4545
31661  22.9091 -35.4545
21662  26.1818  35.4545
31662  26.1818 -35.4545
21663  29.4545  35.4545
31663  29.4545 -35.4545
21664  32.7273  35.4545
31664  32.7273 -35.4545
21665  36.0000  35.4545
31665  36.0000 -35.4545
21666  39.2727  35.4545
31666  39.2727 -35.4545
21667  42.5455  35.4545
31667  42.5455 -35.4545
21668  45.8182  35.4545
31668  45.8182 -35.4545
21669  49.0909  35.4545
31669  49.0909 -35.4545
21670  52.3636  35.4545
31670  52.3636 -35.4545
21671  55.6364  35.4545
31671  55.6364 -35.4545
21672  58.9091  35.4545
31672  58.9091 -35.4545
21673  62.1818  35.4545
31673  62.1818 -35.4545
21674  65.4545  35.4545
31674  65.4545 -35.4545
21675  68.7273  35.4545
31675  68.7273 -35.4545
21676  72.0000  35.4545
31676  72.0000 -35.4545
21677  75.2727  35.4545
31677  75.2727 -35.4545
21678  78.5455  35.4545
31678  78.5455 -35.4545
21679  81.8182  35.4545
31679  81.8182 -35.4545
21680  85.0909  35.4545
31680  85.0909 -35.4545
21681  88.3636  35.4545
31681  88.3636 -35.4545
21682  91.6364  35.4545
31682  91.6364 -35.4545
21683  94.9091  35.4545
31683  94.9091 -35.4545
21684  98.1818  35.4545
31684  98.1818 -35.4545
21685 101.4545  35.4545
31685 101.4545 -35.4545
21686 104.7273  35.4545
31686 104.7273 -35.4545
21687 108.0000  35.4545
31687 108.0000 -35.4545
21688 111.2727  35.4545
31688 111.2727 -35.4545
21689 114.5455  35.4545
31689 114.5455 -35.4545
21690 117.8182  35.4545
31690 117.8182 -35.4545
21691 121.0909  35.4545
31691 121.0909 -35.4545
21692 124.3636  35.4545
31692 124.3636 -35.4545
21693 127.6364  35.4545
31693 127.6364 -35.4545
21694 130.9091  35.4545
31694 130.9091 -35.4545
21695 134.1818  35.4545
31695 134.1818 -35.4545
21696 137.4545  35.4545
31696 137.4545 -35.4545
21697 140.7273  35.4545
31697 140.7273 -35.4545
21698 144.0000  35.4545
31698 144.0000 -35.4545
21699 147.2727  35.4545
31699 147.2727 -35.4545
21700 150.5455  35.4545
31700 150.5455 -35.4545
21701 153.8182  35.4545
31701 153.8182 -35.4545
21702 157.0909  35.4545
31702 157.0909 -35.4545
21703 160.3636  35.4545
31703 160.3636 -35.4545
21704 163.6364  35.4545
31704 163.6364 -35.4545
21705 166.9091  35.4545
31705 166.9091 -35.4545
21706 170.1818  35.4545
31706 170.1818 -35.4545
21707 173.4545  35.4545
31707 173.4545 -35.4545
21708 176.7273  35.4545
31708 176.7273 -35.4545
21709 180.0000  35.4545
31709 180.0000 -35.4545
21710 183.2727  35.4545
31710 183.2727 -35.4545
21711 186.5455  35.4545
31711 186.5455 -35.4545
21712 189.8182  35.4545
31712 189.8182 -35.4545
21713 193.0909  35.4545
31713 193.0909 -35.4545
21714 196.3636  35.4545
31714 196.3636 -35.4545
21715 199.6364  35.4545
31715 199.6364 -35.4545
21716 202.9091  35.4545
31716 202.9091 -35.4545
21717 206.1818  35.4545
31717 206.1818 -35.4545
21718 209.4545  35.4545
31718 209.4545 -35.4545
21719 212.7273  35.4545
31719 212.7273 -35.4545
21720 216.0000  35.4545
31720 216.0000 -35.4545
21721 219.2727  35.4545
31721 219.2727 -35.4545
21722 222.5455  35.4545
31722 222.5455 -35.4545
21723 225.8182  35.4545
31723 225.8182 -35.4545
21724 229.0909  35.4545
31724 229.0909 -35.4545
21725 232.3636  35.4545
31725 232.3636 -35.4545
21726 235.6364  35.4545
31726 235.6364 -35.4545
21727 238.9091  35.4545
31727 238.9091 -35.4545
21728 242.1818  35.4545
31728 242.1818 -35.4545
21729 245.4545  35.4545
31729 245.4545 -35.4545
21730 248.7273  35.4545
31730 248.7273 -35.4545
21731 252.0000  35.4545
31731 252.0000 -35.4545
21732 255.2727  35.4545
31732 255.2727 -35.4545
21733 258.5455  35.4545
31733 258.5455 -35.4545
21734 261.8182  35.4545
31734 261.8182 -35.4545
21735 265.0909  35.4545
31735 265.0909 -35.4545
21736 268.3636  35.4545
31736 268.3636 -35.4545
21737 271.6364  35.4545
31737 271.6364 -35.4545
21738 274.9091  35.4545
31738 274.9091 -35.4545
21739 278.1818  35.4545
31739 278.1818 -35.4545
21740 281.4545  35.4545
31740 281.4545 -35.4545
21741 284.7273  35.4545
31741 284.7273 -35.4545
21742 288.0000  35.4545
31742 288.0000 -35.4545
21743 291.2727  35.4545
31743 291.2727 -35.4545
21744 294.5455  35.4545
31744 294.5455 -35.4545
21745 297.8182  35.4545
31745 297.8182 -35.4545
21746 301.0909  35.4545
31746 301.0909 -35.4545
21747 304.3636  35.4545
31747 304.3636 -35.4545
21748 307.6364  35.4545
31748 307.6364 -35.4545
21749 310.9091  35.4545
31749 310.9091 -35.4545
21750 314.1818  35.4545
31750 314.1818 -35.4545
21751 317.4545  35.4545
31751 317.4545 -35.4545
21752 320.7273  35.4545
31752 320.7273 -35.4545
21753 324.0000  35.4545
31753 324.0000 -35.4545
21754 327.2727  35.4545
31754 327.2727 -35.4545
21755 330.5455  35.4545
31755 330.5455 -35.4545
21756 333.8182  35.4545
31756 333.8182 -35.4545
21757 337.0909  35.4545
31757 337.0909 -35.4545
21758 340.3636  35.4545
31758 340.3636 -35.4545
21759 343.6364  35.4545
31759 343.6364 -35.4545
21760 346.9091  35.4545
31760 346.9091 -35.4545
21761 350.1818  35.4545
31761 350.1818 -35.4545
21762 353.4545  35.4545
31762 353.4545 -35.4545
21763 356.7273  35.4545
31763 356.7273 -35.4545
21764   0.0000  38.1818
31764   0.0000 -38.1818
21765   3.3962  38.1818
31765   3.3962 -38.1818
21766   6.7925  38.1818
31766   6.7925 -38.1818
21767  10.1887  38.1818
31767  10.1887 -38.1818
21768  13.5849  38.1818
31768  13.5849 -38.1818
21769  16.9811  38.1818
31769  16.9811 -38.1818
21770  20.3774  38.1818
31770  20.3774 -38.1818
21771  23.7736  38.1818
31771  23.7736 -38.1818
21772  27.1698  38.1818
31772  27.1698 -38.1818
21773  30.5660  38.1818
31773  30.5660 -38.1818
21774  33.9623  38.1818
31774  33.9623 -38.1818
21775  37.3585  38.1818
31775  37.3585 -38.1818
21776  40.7547  38.1818
31776  40.7547 -38.1818
21777  44.1509  38.1818
31777  44.1509 -38.1818
21778  47.5472  38.1818
31778  47.5472 -38.1818
21779  50.9434  38.1818
31779  50.9434 -38.1818
21780  54.3396  38.1818
31780  54.3396 -38.1818
21781  57.7358  38.1818
31781  57.7358 -38.1818
21782  61.1321  38.1818
31782  61.1321 -38.1818
21783  64.5283  38.1818
31783  64.5283 -38.1818
21784  67.9245  38.1818
31784  67.9245 -38.1818
21785  71.3208  38.1818
31785  71.3208 -38.1818
21786  74.7170  38.1818
31786  74.7170 -38.1818
21787  78.1132  38.1818
31787  78.1132 -38.1818
21788  81.5094  38.1818
31788  81.5094 -38.1818
21789  84.9057  38.1818
31789  84.9057 -38.1818
21790  88.3019  38.1818
31790  88.3019 -38.1818
21791  91.6981  38.1818
31791  91.6981 -38.1818
21792  95.0943  38.1818
31792  95.0943 -38.1818
21793  98.4906  38.1818
31793  98.4906 -38.1818
21794 101.8868  38.1818
31794 101.8868 -38.1818
21795 105.2830  38.1818
31795 105.2830 -38.1818
21796 108.6792  38.1818
31796 108.6792 -38.1818
21797 112.0755  38.1818
31797 112.0755 -38.1818
21798 115.4717  38.1818
31798 115.4717 -38.1818
21799 118.8679  38.1818
31799 118.8679 -38.1818
21800 122.2642  38.1818
31800 122.2642 -38.1818
21801 125.6604  38.1818
31801 125.6604 -38.1818
21802 129.0566  38.1818
31802 129.0566 -38.1818
21803 132.4528  38.1818
31803 132.4528 -38.1818
21804 135.8491  38.1818
31804 135.8491 -38.1818
21805 139.2453  38.1818
31805 139.2453 -38.1818
21806 142.6415  38.1818
31806 142.6415 -38.1818
21807 146.0377  38.1818
31807 146.0377 -38.1818
21808 149.4340  38.1818
31808 149.4340 -38.1818
21809 152.8302  38.1818
31809 152.8302 -38.1818
21810 156.2264  38.1818
31810 156.2264 -38.1818
21811 159.6226  38.1818
31811 159.6226 -38.1818
21812 163.0189  38.1818
31812 163.0189 -38.1818
21813 166.4151  38.1818
31813 166.4151 -38.1818
21814 169.8113  38.1818
31814 169.8113 -38.1818
21815 173.2075  38.1818
31815 173.2075 -38.1818
21816 176.6038  38.1818
31816 176.6038 -38.1818
21817 180.0000  38.1818
31817 180.0000 -38.1818
21818 183.3962  38.1818
31818 183.3962 -38.1818
21819 186.7925  38.1818
31819 186.7925 -38.1818
21820 190.1887  38.1818
31820 190.1887 -38.1818
21821 193.5849  38.1818
31821 193.5849 -38.1818
21822 196.9811  38.1818
31822 196.9811 -38.1818
21823 200.3774  38.1818
31823 200.3774 -38.1818
21824 203.7736  38.1818
31824 203.7736 -38.1818
21825 207.1698  38.1818
31825 207.1698 -38.1818
21826 210.5660  38.1818
31826 210.5660 -38.1818
21827 213.9623  38.1818
31827 213.9623 -38.1818
21828 217.3585  38.1818
31828 217.3585 -38.1818
21829 220.7547  38.1818
31829 220.7547 -38.1818
21830 224.1509  38.1818
31830 224.1509 -38.1818
21831 227.5472  38.1818
31831 227.5472 -38.1818
21832 230.9434  38.1818
31832 230.9434 -38.1818
21833 234.3396  38.1818
31833 234.3396 -38.1818
21834 237.7358  38.1818
31834 237.7358 -38.1818
21835 241.1321  38.1818
31835 241.1321 -38.1818
21836 244.5283  38.1818
31836 244.5283 -38.1818
21837 247.9245  38.1818
31837 247.9245 -38.1818
21838 251.3208  38.1818
31838 251.3208 -38.1818
21839 254.7170  38.1818
31839 254.7170 -38.1818
21840 258.1132  38.1818
31840 258.1132 -38.1818
21841 261.5094  38.1818
31841 261.5094 -38.1818
21842 264.9057  38.1818
31842 264.9057 -38.1818
21843 268.3019  38.1818
31843 268.3019 -38.1818
21844 271.6981  38.1818
31844 271.6981 -38.1818
21845 275.0943  38.1818
31845 275.0943 -38.1818
21846 278.4906  38.1818
31846 278.4906 -38.1818
21847 281.8868  38.1818
31847 281.8868 -38.1818
21848 285.2830  38.1818
31848 285.2830 -38.1818
21849 288.6792  38.1818
31849 288.6792 -38.1818
21850 292.0755  38.1818
31850 292.0755 -38.1818
21851 295.4717  38.1818
31851 295.4717 -38.1818
21852 298.8679  38.1818
31852 298.8679 -38.1818
21853 302.2642  38.1818
31853 302.2642 -38.1818
21854 305.6604  38.1818
31854 305.6604 -38.1818
21855 309.0566  38.1818
31855 309.0566 -38.1818
21856 312.4528  38.1818
31856 312.4528 -38.1818
21857 315.8491  38.1818
31857 315.8491 -38.1818
21858 319.2453  38.1818
31858 319.2453 -38.1818
21859 322.6415  38.1818
31859 322.6415 -38.1818
21860 326.0377  38.1818
31860 326.0377 -38.1818
21861 329.4340  38.1818
31861 329.4340 -38.1818
21862 332.8302  38.1818
31862 332.8302 -38.1818
21863 336.2264  38.1818
31863 336.2264 -38.1818
21864 339.6226  38.1818
31864 339.6226 -38.1818
21865 343.0189  38.1818
31865 343.0189 -38.1818
21866 346.4151  38.1818
31866 346.4151 -38.1818
21867 349.8113  38.1818
31867 349.8113 -38.1818
21868 353.2075  38.1818
31868 353.2075 -38.1818
21869 356.6038  38.1818
31869 356.6038 -38.1818
21870   0.0000  40.9091
31870   0.0000 -40.9091
21871   3.5294  40.9091
31871   3.5294 -40.9091
21872   7.0588  40.9091
31872   7.0588 -40.9091
21873  10.5882  40.9091
31873  10.5882 -40.9091
21874  14.1176  40.9091
31874  14.1176 -40.9091
21875  17.6471  40.9091
31875  17.6471 -40.9091
21876  21.1765  40.9091
31876  21.1765 -40.9091
21877  24.7059  40.9091
31877  24.7059 -40.9091
21878  28.2353  40.9091
31878  28.2353 -40.9091
21879  31.7647  40.9091
31879  31.7647 -40.9091
21880  35.2941  40.9091
31880  35.2941 -40.9091
21881  38.8235  40.9091
31881  38.8235 -40.9091
21882  42.3529  40.9091
31882  42.3529 -40.9091
21883  45.8824  40.9091
31883  45.8824 -40.9091
21884  49.4118  40.9091
31884  49.4118 -40.9091
21885  52.9412  40.9091
31885  52.9412 -40.9091
21886  56.4706  40.9091
31886  56.4706 -40.9091
21887  60.0000  40.9091
31887  60.0000 -40.9091
21888  63.5294  40.9091
31888  63.5294 -40.9091
21889  67.0588  40.9091
31889  67.0588 -40.9091
21890  70.5882  40.9091
31890  70.5882 -40.9091
21891  74.1176  40.9091
31891  74.1176 -40.9091
21892  77.6471  40.9091
31892  77.6471 -40.9091
21893  81.1765  40.9091
31893  81.1765 -40.9091
21894  84.7059  40.9091
31894  84.7059 -40.9091
21895  88.2353  40.9091
31895  88.2353 -40.9091
21896  91.7647  40.9091
31896  91.7647 -40.9091
21897  95.2941  40.9091
31897  95.2941 -40.9091
21898  98.8235  40.9091
31898  98.8235 -40.9091
21899 102.3529  40.9091
31899 102.3529 -40.9091
21900 105.8824  40.9091
31900 105.8824 -40.9091
21901 109.4118  40.9091
31901 109.4118 -40.9091
21902 112.9412  40.9091
31902 112.9412 -40.9091
21903 116.4706  40.9091
31903 116.4706 -40.9091
21904 120.0000  40.9091
31904 120.0000 -40.9091
21905 123.5294  40.9091
31905 123.5294 -40.9091
21906 127.0588  40.9091
31906 127.0588 -40.9091
21907 130.5882  40.9091
31907 130.5882 -40.9091
21908 134.1176  40.9091
31908 134.1176 -40.9091
21909 137.6471  40.9091
31909 137.6471 -40.9091
21910 141.1765  40.9091
31910 141.1765 -40.9091
21911 144.7059  40.9091
31911 144.7059 -40.9091
21912 148.2353  40.9091
31912 148.2353 -40.9091
21913 151.7647  40.9091
31913 151.7647 -40.9091
21914 155.2941  40.9091
31914 155.2941 -40.9091
21915 158.8235  40.9091
31915 158.8235 -40.9091
21916 162.3529  40.9091
31916 162.3529 -40.9091
21917 165.8824  40.9091
31917 165.8824 -40.9091
21918 169.4118  40.9091
31918 169.4118 -40.9091
21919 172.9412  40.9091
31919 172.9412 -40.9091
21920 176.4706  40.9091
31920 176.4706 -40.9091
21921 180.0000  40.9091
31921 180.0000 -40.9091
21922 183.5294  40.9091
31922 183.5294 -40.9091
21923 187.0588  40.9091
31923 187.0588 -40.9091
21924 190.5882  40.9091
31924 190.5882 -40.9091
21925 194.1176  40.9091
31925 194.1176 -40.9091
21926 197.6471  40.9091
31926 197.6471 -40.9091
21927 201.1765  40.9091
31927 201.1765 -40.9091
21928 204.7059  40.9091
31928 204.7059 -40.9091
21929 208.2353  40.9091
31929 208.2353 -40.9091
21930 211.7647  40.9091
31930 211.7647 -40.9091
21931 215.2941  40.9091
31931 215.2941 -40.9091
21932 218.8235  40.9091
31932 218.8235 -40.9091
21933 222.3529  40.9091
31933 222.3529 -40.9091
21934 225.8824  40.9091
31934 225.8824 -40.9091
21935 229.4118  40.9091
31935 229.4118 -40.9091
21936 232.9412  40.9091
31936 232.9412 -40.9091
21937 236.4706  40.9091
31937 236.4706 -40.9091
21938 240.0000  40.9091
31938 240.0000 -40.9091
21939 243.5294  40.9091
31939 243.5294 -40.9091
21940 247.0588  40.9091
31940 247.0588 -40.9091
21941 250.5882  40.9091
31941 250.5882 -40.9091
21942 254.1176  40.9091
31942 254.1176 -40.9091
21943 257.6471  40.9091
31943 257.6471 -40.9091
21944 261.1765  40.9091
31944 261.1765 -40.9091
21945 264.7059  40.9091
31945 264.7059 -40.9091
21946 268.2353  40.9091
31946 268.2353 -40.9091
21947 271.7647  40.9091
31947 271.7647 -40.9091
21948 275.2941  40.9091
31948 275.2941 -40.9091
21949 278.8235  40.9091
31949 278.8235 -40.9091
21950 282.3529  40.9091
31950 282.3529 -40.9091
21951 285.8824  40.9091
31951 285.8824 -40.9091
21952 289.4118  40.9091
31952 289.4118 -40.9091
21953 292.9412  40.9091
31953 292.9412 -40.9091
21954 296.4706  40.9091
31954 296.4706 -40.9091
21955 300.0000  40.9091
31955 300.0000 -40.9091
21956 303.5294  40.9091
31956 303.5294 -40.9091
21957 307.0588  40.9091
31957 307.0588 -40.9091
21958 310.5882  40.9091
31958 310.5882 -40.9091
21959 314.1176  40.9091
31959 314.1176 -40.9091
21960 317.6471  40.9091
31960 317.6471 -40.9091
21961 321.1765  40.9091
31961 321.1765 -40.9091
21962 324.7059  40.9091
31962 324.7059 -40.9091
21963 328.2353  40.9091
31963 328.2353 -40.9091
21964 331.7647  40.9091
31964 331.7647 -40.9091
21965 335.2941  40.9091
31965 335.2941 -40.9091
21966 338.8235  40.9091
31966 338.8235 -40.9091
21967 342.3529  40.9091
31967 342.3529 -40.9091
21968 345.8824  40.9091
31968 345.8824 -40.9091
21969 349.4118  40.9091
31969 349.4118 -40.9091
21970 352.9412  40.9091
31970 352.9412 -40.9091
21971 356.4706  40.9091
31971 356.4706 -40.9091
21972   0.0000  43.6364
31972   0.0000 -43.6364
21973   3.6735  43.6364
31973   3.6735 -43.6364
21974   7.3469  43.6364
31974   7.3469 -43.6364
21975  11.0204  43.6364
31975  11.0204 -43.6364
21976  14.6939  43.6364
31976  14.6939 -43.6364
21977  18.3673  43.6364
31977  18.3673 -43.6364
21978  22.0408  43.6364
31978  22.0408 -43.6364
21979  25.7143  43.6364
31979  25.7143 -43.6364
21980  29.3878  43.6364
31980  29.3878 -43.6364
21981  33.0612  43.6364
31981  33.0612 -43.6364
21982  36.7347  43.6364
31982  36.7347 -43.6364
21983  40.4082  43.6364
31983  40.4082 -43.6364
21984  44.0816  43.6364
31984  44.0816 -43.6364
21985  47.7551  43.6364
31985  47.7551 -43.6364
21986  51.4286  43.6364
31986  51.4286 -43.6364
21987  55.1020  43.6364
31987  55.1020 -43.6364
21988  58.7755  43.6364
31988  58.7755 -43.6364
21989  62.4490  43.6364
31989  62.4490 -43.6364
21990  66.1224  43.6364
31990  66.1224 -43.6364
21991  69.7959  43.6364
31991  69.7959 -43.6364
21992  73.4694  43.6364
31992  73.4694 -43.6364
21993  77.1429  43.6364
31993  77.1429 -43.6364
21994  80.8163  43.6364
31994  80.8163 -43.6364
21995  84.4898  43.6364
31995  84.4898 -43.6364
21996  88.1633  43.6364
31996  88.1633 -43.6364
21997  91.8367  43.6364
31997  91.8367 -43.6364
21998  95.5102  43.6364
31998  95.5102 -43.6364
21999  99.1837  43.6364
31999  99.1837 -43.6364
22000 102.8571  43.6364
32000 102.8571 -43.6364
22001 106.5306  43.6364
32001 106.5306 -43.6364
22002 110.2041  43.6364
32002 110.2041 -43.6364
22003 113.8776  43.6364
32003 113.8776 -43.6364
22004 117.5510  43.6364
32004 117.5510 -43.6364
22005 121.2245  43.6364
32005 121.2245 -43.6364
22006 124.8980  43.6364
32006 124.8980 -43.6364
22007 128.5714  43.6364
32007 128.5714 -43.6364
22008 132.2449  43.6364
32008 132.2449 -43.6364
22009 135.9184  43.6364
32009 135.9184 -43.6364
22010 139.5918  43.6364
32010 139.5918 -43.6364
22011 143.2653  43.6364
32011 143.2653 -43.6364
22012 146.9388  43.6364
32012 146.9388 -43.6364
22013 150.6122  43.6364
32013 150.6122 -43.6364
22014 154.2857  43.6364
32014 154.2857 -43.6364
22015 157.9592  43.6364
32015 157.9592 -43.6364
22016 161.6327  43.6364
32016 161.6327 -43.6364
22017 165.3061  43.6364
32017 165.3061 -43.6364
22018 168.9796  43.6364
32018 168.9796 -43.6364
22019 172.6531  43.6364
32019 172.6531 -43.6364
22020 176.3265  43.6364
32020 176.3265 -43.6364
22021 180.0000  43.6364
32021 180.0000 -43.6364
22022 183.6735  43.6364
32022 183.6735 -43.6364
22023 187.3469  43.6364
32023 187.3469 -43.6364
22024 191.0204  43.6364
32024 191.0204 -43.6364
22025 194.6939  43.6364
32025 194.6939 -43.6364
22026 198.3673  43.6364
32026 198.3673 -43.6364
22027 202.0408  43.6364
32027 202.0408 -43.6364
22028 205.7143  43.6364
32028 205.7143 -43.6364
22029 209.3878  43.6364
32029 209.3878 -43.6364
22030 213.0612  43.6364
32030 213.0612 -43.6364
22031 216.7347  43.6364
32031 216.7347 -43.6364
22032 220.4082  43.6364
32032 220.4082 -43.6364
22033 224.0816  43.6364
32033 224.0816 -43.6364
22034 227.7551  43.6364
32034 227.7551 -43.6364
22035 231.4286  43.6364
32035 231.4286 -43.6364
22036 235.1020  43.6364
32036 235.1020 -43.6364
22037 238.7755  43.6364
32037 238.7755 -43.6364
22038 242.4490  43.6364
32038 242.4490 -43.6364
22039 246.1224  43.6364
32039 246.1224 -43.6364
22040 249.7959  43.6364
32040 249.7959 -43.6364
22041 253.4694  43.6364
32041 253.4694 -43.6364
22042 257.1429  43.6364
32042 257.1429 -43.6364
22043 260.8163  43.6364
32043 260.8163 -43.6364
22044 264.4898  43.6364
32044 264.4898 -43.6364
22045 268.1633  43.6364
32045 268.1633 -43.6364
22046 271.8367  43.6364
32046 271.8367 -43.6364
22047 275.5102  43.6364
32047 275.5102 -43.6364
22048 279.1837  43.6364
32048 279.1837 -43.6364
22049 282.8571  43.6364
32049 282.8571 -43.6364
22050 286.5306  43.6364
32050 286.5306 -43.6364
22051 290.2041  43.6364
32051 290.2041 -43.6364
22052 293.8776  43.6364
32052 293.8776 -43.6364
22053 297.5510  43.6364
32053 297.5510 -43.6364
22054 301.2245  43.6364
32054 301.2245 -43.6364
22055 304.8980  43.6364
32055 304.8980 -43.6364
22056 308.5714  43.6364
32056 308.5714 -43.6364
22057 312.2449  43.6364
32057 312.2449 -43.6364
22058 315.9184  43.6364
32058 315.9184 -43.6364
22059 319.5918  43.6364
32059 319.5918 -43.6364
22060 323.2653  43.6364
32060 323.2653 -43.6364
22061 326.9388  43.6364
32061 326.9388 -43.6364
22062 330.6122  43.6364
32062 330.6122 -43.6364
22063 334.2857  43.6364
32063 334.2857 -43.6364
22064 337.9592  43.6364
32064 337.9592 -43.6364
22065 341.6327  43.6364
32065 341.6327 -43.6364
22066 345.3061  43.6364
32066 345.3061 -43.6364
22067 348.9796  43.6364
32067 348.9796 -43.6364
22068 352.6531  43.6364
32068 352.6531 -43.6364
22069 356.3265  43.6364
32069 356.3265 -43.6364
22070   0.0000  46.3636
32070   0.0000 -46.3636
22071   3.8710  46.3636
32071   3.8710 -46.3636
22072   7.7419  46.3636
32072   7.7419 -46.3636
22073  11.6129  46.3636
32073  11.6129 -46.3636
22074  15.4839  46.3636
32074  15.4839 -46.3636
22075  19.3548  46.3636
32075  19.3548 -46.3636
22076  23.2258  46.3636
32076  23.2258 -46.3636
22077  27.0968  46.3636
32077  27.0968 -46.3636
22078  30.9677  46.3636
32078  30.9677 -46.3636
22079  34.8387  46.3636
32079  34.8387 -46.3636
22080  38.7097  46.3636
32080  38.7097 -46.3636
22081  42.5806  46.3636
32081  42.5806 -46.3636
22082  46.4516  46.3636
32082  46.4516 -46.3636
22083  50.3226  46.3636
32083  50.3226 -46.3636
22084  54.1935  46.3636
32084  54.1935 -46.3636
22085  58.0645  46.3636
32085  58.0645 -46.3636
22086  61.9355  46.3636
32086  61.9355 -46.3636
22087  65.8065  46.3636
32087  65.8065 -46.3636
22088  69.6774  46.3636
32088  69.6774 -46.3636
22089  73.5484  46.3636
32089  73.5484 -46.3636
22090  77.4194  46.3636
32090  77.4194 -46.3636
22091  81.2903  46.3636
32091  81.2903 -46.3636
22092  85.1613  46.3636
32092  85.1613 -46.3636
22093  89.0323  46.3636
32093  89.0323 -46.3636
22094  92.9032  46.3636
32094  92.9032 -46.3636
22095  96.7742  46.3636
32095  96.7742 -46.3636
22096 100.6452  46.3636
32096 100.6452 -46.3636
22097 104.5161  46.3636
32097 104.5161 -46.3636
22098 108.3871  46.3636
32098 108.3871 -46.3636
22099 112.2581  46.3636
32099 112.2581 -46.3636
22100 116.1290  46.3636
32100 116.1290 -46.3636
22101 120.0000  46.3636
32101 120.0000 -46.3636
22102 123.8710  46.3636
32102 123.8710 -46.3636
22103 127.7419  46.3636
32103 127.7419 -46.3636
22104 131.6129  46.3636
32104 131.6129 -46.3636
22105 135.4839  46.3636
32105 135.4839 -46.3636
22106 139.3548  46.3636
32106 139.3548 -46.3636
22107 143.2258  46.3636
32107 143.2258 -46.3636
22108 147.0968  46.3636
32108 147.0968 -46.3636
22109 150.9677  46.3636
32109 150.9677 -46.3636
22110 154.8387  46.3636
32110 154.8387 -46.3636
22111 158.7097  46.3636
32111 158.7097 -46.3636
22112 162.5806  46.3636
32112 162.5806 -46.3636
22113 166.4516  46.3636
32113 166.4516 -46.3636
22114 170.3226  46.3636
32114 170.3226 -46.3636
22115 174.1935  46.3636
32115 174.1935 -46.3636
22116 178.0645  46.3636
32116 178.0645 -46.3636
22117 181.9355  46.3636
32117 181.9355 -46.3636
22118 185.8065  46.3636
32118 185.8065 -46.3636
22119 189.6774  46.3636
32119 189.6774 -46.3636
22120 193.5484  46.3636
32120 193.5484 -46.3636
22121 197.4194  46.3636
32121 197.4194 -46.3636
22122 201.2903  46.3636
32122 201.2903 -46.3636
22123 205.1613  46.3636
32123 205.1613 -46.3636
22124 209.0323  46.3636
32124 209.0323 -46.3636
